id,x,y,elev
622,35.076458,0.301,1931
623,35.15894,0.259184,1949
624,35.133185,0.275499,2008
625,35.316703,0.126487,2298
626,35.25353,0.194981,2080
627,35.025034,0.079525,1955
628,34.949081,0.124325,1823
629,35.121091,0.52435,1933
630,34.924446,-0.029152,1409
631,35.348677,0.039908,2083
632,35.342322,-0.079968,2380
633,34.909519,0.034868,1741
634,34.959384,0.17571,1760
635,35.152621,0.092726,2061
636,35.123438,0.481664,1952
637,35.115732,0.181578,1998
638,35.231468,0.104462,2036
639,35.03194,0.478122,1893
640,36.188483,-0.796844,2187
641,35.329618,-1.257924,1825
642,35.206095,-1.038641,1731
643,34.925439,-0.994124,1790
644,36.056433,-1.050355,2114
645,35.568672,-1.615936,2002
646,35.816065,-0.626026,2657
647,35.010366,-1.502948,1493
648,35.855276,-0.929323,2152
649,35.372474,-1.088779,2129
650,35.879055,-1.033301,2033
651,34.862148,-1.132054,1691
652,35.910163,-1.24895,1714
653,35.973239,-1.693383,1916
654,35.106765,-1.151685,1654
655,34.767364,-1.157001,1543
656,35.891448,-1.987731,1854
657,35.536646,-1.004524,2021
658,35.473604,-1.633959,1870
659,35.841128,-1.86098,1941
660,34.962334,-0.471969,1689
661,34.904374,-0.682864,1908
662,35.039609,-0.442296,1597
663,34.90955,-0.601009,1946
664,35.037373,-0.781791,1851
665,34.923258,-0.702662,1867
666,34.944634,-0.766068,2038
667,34.872507,-0.51548,1647
668,34.956763,-0.783437,2080
669,34.944514,-0.570921,1928
670,35.022872,-0.850916,1988
671,34.953585,-0.775654,2062
672,34.971707,-0.448052,1678
673,34.825702,-0.623121,1912
674,34.987909,-0.763325,2069
675,34.790969,-0.66415,1694
676,34.85112,-0.633229,1868
677,35.044517,-0.724374,1884
678,35.055793,-0.664899,1900
679,34.945925,-0.499425,1628
680,36.502993,0.081009,2142
681,36.693685,-0.750895,2448
682,36.533405,-0.547257,2412
683,36.575847,-0.427712,2817
684,36.524416,-0.390093,2720
685,36.535204,-0.180457,2748
686,36.651596,-0.771358,2522
687,36.567345,-0.35122,3332
688,36.278155,-0.11706,2702
689,36.591051,-0.592671,2498
690,36.632629,-0.574166,2605
691,36.260948,-0.185335,2720
692,36.614632,-0.535307,2547
693,36.239523,-0.213811,2569
694,36.631963,-0.16822,2505
695,36.309389,-0.172145,2689
696,36.714495,-0.726291,2774
697,36.462886,-0.106008,2542
698,36.388004,-0.420191,2152
699,36.403895,-0.113932,2335
700,37.038531,-0.373207,1740
701,37.161483,-0.463246,1801
702,37.022378,-0.187698,1966
703,36.999577,-0.380814,1723
704,36.780062,-0.381129,2542
705,36.720435,-0.330557,2928
706,36.725148,-0.200264,2446
707,37.259031,-0.206573,3812
708,37.097239,-0.448619,1794
709,37.083342,-0.109372,2126
710,36.939395,-0.414604,1805
711,36.760583,-0.559961,2833
712,36.9345,-0.48496,1846
713,36.705508,-0.323257,3089
714,36.655971,-0.424084,3413
715,37.212769,-0.133764,3062
716,36.678034,-0.545852,3161
717,37.175568,-0.127544,2663
718,36.742859,-0.160345,2159
719,36.916134,-0.493186,1961
720,36.987441,0.809053,1392
721,37.088307,0.993207,1311
722,37.537047,1.03375,821
723,37.051948,0.929701,1262
724,36.628972,2.059548,632
725,37.288589,1.494034,772
726,36.87413,0.989162,1991
727,37.403715,0.856379,1170
728,37.521606,0.782078,926
729,37.355106,1.2652,1333
730,36.926656,1.057474,1299
731,36.862016,1.642698,1357
732,37.617526,0.97373,852
733,37.553632,1.153087,778
734,37.803294,0.731005,868
735,37.429364,1.545372,745
736,37.833409,1.362996,592
737,37.703156,1.006074,782
738,37.859961,1.203612,772
739,36.606866,1.226551,2506
740,34.292755,-0.284673,1211
741,34.014392,-0.202891,1137
742,34.536135,0.030212,1463
743,34.374303,0.219364,1251
744,34.36864,-0.162281,1183
745,34.103721,0.075848,1147
746,34.332132,0.293914,1279
747,34.468172,0.160347,1361
748,34.291615,0.257614,1236
749,34.066506,-0.077797,1136
750,34.364842,-0.003475,1254
751,34.174787,-0.070007,1172
752,34.275669,0.302628,1299
753,34.260325,0.192307,1205
754,34.326923,-0.030092,1227
755,34.185465,-0.045875,1211
756,34.029803,-0.150151,1137
757,34.277666,-0.232233,1169
758,34.052372,-0.132867,1138
759,34.071722,-0.244329,1136
760,38.928911,-3.363205,385
761,38.188,-3.356205,1022
762,38.524171,-3.439987,634
763,38.562691,-3.730851,670
764,38.073291,-3.535549,963
765,38.788316,-3.05498,283
766,38.661339,-3.065284,380
767,39.059602,-3.295095,325
768,38.599915,-3.845479,599
769,38.619275,-3.898568,587
770,38.268819,-3.586043,1016
771,37.974133,-2.947167,790
772,38.554932,-3.678168,700
773,38.341545,-3.033751,534
774,37.953868,-2.902637,835
775,39.088257,-3.491894,342
776,38.058413,-2.930778,831
777,38.233089,-3.615042,828
778,38.711367,-3.222373,450
779,39.063201,-3.538559,363
780,39.153766,-1.532979,251
781,39.362284,-2.872845,184
782,40.024307,-1.45912,67
783,38.722673,-2.525673,360
784,39.180263,-1.063475,247
785,39.755805,-0.956594,134
786,39.479514,-2.232267,171
787,39.038809,-1.777598,294
788,39.051009,-0.260966,279
789,39.231572,-2.001823,219
790,39.145514,-1.469603,275
791,38.972467,-2.359983,284
792,40.002035,-1.206834,78
793,39.229441,-1.395492,259
794,39.055896,-1.201387,325
795,40.427051,-2.430193,11
796,40.183345,-2.310607,15
797,39.281518,-1.656831,231
798,39.422398,-0.788334,241
799,39.606505,-1.963014,132
800,37.515121,-0.252346,2170
801,37.477032,-0.176088,2575
802,37.812844,-0.291953,838
803,38.110176,-0.091813,732
804,37.594908,-0.284843,1692
805,37.771629,-0.335592,927
806,38.051697,-0.0124,659
807,38.106352,-0.027302,560
808,37.948641,-0.067027,710
809,37.94928,-0.004325,783
810,37.55562,-0.237597,1975
811,38.166527,-0.196325,443
812,37.906697,-0.16084,676
813,38.12722,-0.19811,539
814,37.884054,-0.230633,741
815,37.780845,-0.401721,863
816,38.050573,0.001939,671
817,37.548812,-0.352578,1693
818,37.708991,-0.380049,1170
819,38.069688,-0.126875,629
820,34.74522,1.083748,2382
821,34.782405,1.104574,2100
822,34.895806,1.023426,1807
823,34.772661,0.934734,2261
824,35.051266,1.067339,1851
825,34.837193,1.233612,1848
826,34.981197,1.248829,1789
827,34.826564,1.151746,1949
828,35.058565,1.069867,1872
829,34.967178,0.946189,1833
830,34.874082,0.863555,1795
831,34.800465,1.215988,1948
832,35.185843,1.067064,1939
833,35.032858,1.17742,1944
834,35.130053,0.983423,1906
835,34.803114,1.112651,2008
836,34.981498,1.116059,1820
837,34.842447,1.210961,1885
838,34.917681,1.195901,1872
839,34.96458,1.128694,1844
840,36.029936,2.138749,796
841,35.813005,3.397142,465
842,34.281813,4.351158,638
843,34.278715,3.975575,814
844,34.883513,2.965593,1468
845,36.242722,1.755257,654
846,35.366224,2.308706,693
847,34.715686,3.257411,786
848,34.257187,4.290666,671
849,34.641584,3.720051,695
850,35.503275,1.982609,809
851,35.536613,4.505251,604
852,35.962334,1.630788,891
853,35.410913,3.737788,635
854,36.331309,1.792409,363
855,35.346746,2.193967,747
856,35.438356,4.475286,615
857,35.292278,4.88823,NA
858,34.114266,4.366699,NA
859,35.698383,2.371679,717
860,35.378845,0.858048,2021
861,35.172464,0.708706,1954
862,35.17152,0.680937,1945
863,35.310877,0.454246,2172
864,35.38243,0.086024,2395
865,35.489624,0.735922,2230
866,35.167893,0.803902,1896
867,35.48195,0.820592,2268
868,35.116017,0.610528,1931
869,35.262907,0.737623,2029
870,35.272862,0.849551,2006
871,35.3552,0.408178,2211
872,35.320659,0.44181,2183
873,35.393164,0.841004,2125
874,35.411443,0.39499,2282
875,35.548438,0.126788,2582
876,35.273395,0.689133,2045
877,35.378068,0.348554,2213
878,35.402884,0.41047,2264
879,35.256851,0.480431,2111
880,34.779116,0.047473,1611
881,34.712798,-0.007464,1479
882,34.725716,0.113169,1583
883,34.599099,0.063896,1444
884,34.72158,0.12239,1537
885,34.896789,0.168579,1642
886,34.656713,0.103171,1483
887,34.619713,0.102274,1457
888,34.767739,0.113484,1600
889,34.816868,0.038465,1600
890,34.702424,0.004562,1479
891,34.731258,0.027144,1549
892,34.826471,0.186928,1496
893,34.734977,0.138305,1523
894,34.647296,0.066115,1499
895,34.602027,0.034988,1483
896,34.815661,0.108935,1661
897,34.703643,0.061426,1590
898,34.756984,0.046497,1605
899,34.721678,0.103676,1533
900,40.218443,1.93298,312
901,39.659614,2.94753,566
902,39.964117,0.701043,169
903,40.507422,2.686673,414
904,39.102076,2.785868,507
905,40.769138,0.920254,113
906,40.611701,2.095597,315
907,39.848901,1.689515,254
908,40.125189,1.822844,274
909,39.254943,2.039866,333
910,39.113052,2.16301,352
911,40.399172,1.66293,217
